activity_nr,rel_type,rel_act_nr,rel_safety,rel_health,load_dt
344844121,R,1619897,X,,2020-08-17 00:28:26 EDT
344844139,A,1626318,,,2020-08-17 00:28:26 EDT
344844147,C,1615911,X,,2020-08-17 00:28:26 EDT
344844170,C,1580318,,X,2020-08-17 00:28:26 EDT
344844170,C,1602397,,X,2020-08-17 00:28:26 EDT
344844170,C,1585358,,X,2020-08-17 00:28:26 EDT
344844170,C,1593563,,X,2020-08-17 00:28:26 EDT
344844170,C,1602392,,X,2020-08-17 00:28:26 EDT
344844188,C,1618180,X,,2020-08-17 00:28:26 EDT
344844196,C,1626627,X,,2020-08-17 00:28:26 EDT
344844204,C,1626390,X,,2020-08-17 00:28:26 EDT
344844212,C,1549386,,X,2020-08-17 00:28:26 EDT
344844220,R,1563733,X,,2020-08-17 00:28:26 EDT
344844238,I,1456668,X,,2020-08-17 00:28:26 EDT
344844246,R,1614212,X,,2020-08-17 00:28:26 EDT
344844253,C,1617231,,X,2020-08-17 00:28:26 EDT
344844261,R,1617233,,X,2020-08-17 00:28:26 EDT
344844279,C,1619080,,X,2020-08-17 00:28:26 EDT
344844295,R,1622579,X,,2020-08-17 00:28:26 EDT
344844303,R,1627682,X,,2020-08-17 00:28:26 EDT
344844311,R,1625388,X,,2020-08-17 00:28:26 EDT
344844329,R,1625408,X,,2020-08-17 00:28:26 EDT
344844337,R,1626683,X,,2020-08-17 00:28:26 EDT
344844345,R,1626686,X,,2020-08-17 00:28:26 EDT
344844352,C,1626687,X,,2020-08-17 00:28:26 EDT
344844360,R,1627686,X,,2020-08-17 00:28:26 EDT
344844378,R,1626689,X,,2020-08-17 00:28:26 EDT
344844386,R,1626694,,X,2020-08-17 00:28:26 EDT
344844394,R,1627688,X,,2020-08-17 00:28:26 EDT
344844410,R,1627690,,X,2020-08-17 00:28:26 EDT
344844428,R,1563733,X,,2020-08-17 00:28:26 EDT
344844444,R,1563733,X,,2020-08-17 00:28:26 EDT
344844451,R,1627691,X,,2020-08-17 00:28:26 EDT
344844469,C,1623479,X,,2020-08-17 00:28:26 EDT
344844477,A,1627693,,,2020-08-17 00:28:26 EDT
344844519,R,1627697,X,,2020-08-17 00:28:26 EDT
344844527,R,1627697,X,,2020-08-17 00:28:26 EDT
344844535,C,1620762,X,,2020-08-17 00:28:26 EDT
344844535,C,1620768,X,,2020-08-17 00:28:26 EDT
344844600,C,1622635,,X,2020-08-17 00:28:26 EDT
344844600,C,1622635,X,,2020-08-17 00:28:26 EDT
344844642,R,1624744,X,,2020-08-17 00:28:26 EDT
344844774,R,1627273,X,,2020-08-17 00:28:26 EDT
344844782,R,1626980,X,,2020-08-17 00:28:26 EDT
344844790,R,1627781,,X,2020-08-17 00:28:26 EDT
344844808,R,1627787,,X,2020-08-17 00:28:26 EDT
344844808,R,1627787,X,,2020-08-17 00:28:26 EDT
344844840,C,1613711,,X,2020-08-17 00:28:26 EDT
344844865,R,1627837,X,,2020-08-17 00:28:26 EDT
344844899,C,1622004,,X,2020-08-17 00:28:26 EDT
344844907,R,1627847,,X,2020-08-17 00:28:26 EDT
344844907,R,1627847,X,,2020-08-17 00:28:26 EDT
344844915,A,1616103,,,2020-08-17 00:28:26 EDT
344844964,C,1622175,,X,2020-08-17 00:28:26 EDT
344845011,C,1604767,X,,2020-08-17 00:28:26 EDT
344845078,C,1628038,,X,2020-08-17 00:28:26 EDT
344845086,I,1484388,X,,2020-08-17 00:28:26 EDT
344845086,A,1627442,,,2020-08-17 00:28:26 EDT
344845094,C,1623002,,X,2020-08-17 00:28:26 EDT
344845094,C,1623002,X,,2020-08-17 00:28:26 EDT
344845102,R,1621860,X,,2020-08-17 00:28:26 EDT
344845110,I,1457163,,,2020-08-17 00:28:26 EDT
344845128,A,1627946,,,2020-08-17 00:28:26 EDT
344845144,C,1623015,,X,2020-08-17 00:28:26 EDT
344845144,C,1623015,X,,2020-08-17 00:28:26 EDT
344845177,A,1624656,,,2020-08-17 00:28:26 EDT
344845193,C,1613846,X,,2020-08-17 00:28:26 EDT
344845193,C,1613846,,X,2020-08-17 00:28:26 EDT
344845201,R,1623142,X,,2020-08-17 00:28:26 EDT
344845219,I,1443182,,X,2020-08-17 00:28:26 EDT
344845250,C,1616084,,X,2020-08-17 00:28:26 EDT
344845268,R,1628016,X,,2020-08-17 00:28:26 EDT
344845284,C,1623717,X,,2020-08-17 00:28:26 EDT
344845300,C,1607970,,X,2020-08-17 00:28:26 EDT
344845300,R,1635092,,X,2020-08-17 00:28:26 EDT
344845318,C,1608004,,X,2020-08-17 00:28:26 EDT
344845318,C,1608131,,X,2020-08-17 00:28:26 EDT
344845326,A,1624896,,,2020-08-17 00:28:26 EDT
344845334,A,1626755,,,2020-08-17 00:28:26 EDT
344845342,A,1625972,X,,2020-08-17 00:28:26 EDT
344845367,R,1628029,X,,2020-08-17 00:28:26 EDT
344845383,R,1624941,X,,2020-08-17 00:28:26 EDT
344845433,A,1625659,,,2020-08-17 00:28:26 EDT
344845466,R,1628149,X,,2020-08-17 00:28:26 EDT
344845474,C,1604913,X,,2020-08-17 00:28:26 EDT
344845474,C,1604913,,X,2020-08-17 00:28:26 EDT
344845482,R,1624897,X,,2020-08-17 00:28:26 EDT
344845490,I,1484148,,X,2020-08-17 00:28:26 EDT
344845490,I,1484148,X,,2020-08-17 00:28:26 EDT
344845516,A,1628195,,,2020-08-17 00:28:26 EDT
344845524,C,1627052,X,,2020-08-17 00:28:26 EDT
344845532,C,1580371,,X,2020-08-17 00:28:26 EDT
344845557,C,1627111,,X,2020-08-17 00:28:26 EDT
344845581,R,1622745,X,,2020-08-17 00:28:26 EDT
344845607,A,1628192,,,2020-08-17 00:28:26 EDT
344845615,C,1622003,X,,2020-08-17 00:28:26 EDT
344845623,C,1611067,X,,2020-08-17 00:28:26 EDT
344845649,A,1624562,,,2020-08-17 00:28:26 EDT
344845656,C,1625940,,X,2020-08-17 00:28:26 EDT
344845664,C,1627328,X,,2020-08-17 00:28:26 EDT
344845680,C,1620220,X,,2020-08-17 00:28:26 EDT
344845698,R,1628242,,X,2020-08-17 00:28:26 EDT
344845698,R,1628242,X,,2020-08-17 00:28:26 EDT
344845714,A,1642974,,,2020-08-17 00:28:26 EDT
344845722,R,1627903,X,,2020-08-17 00:28:26 EDT
344845730,R,1625822,,X,2020-08-17 00:28:26 EDT
344845730,R,1625822,X,,2020-08-17 00:28:26 EDT
344845748,A,1628276,,,2020-08-17 00:28:26 EDT
344845755,C,1623557,X,,2020-08-17 00:28:26 EDT
344845763,R,1628277,X,,2020-08-17 00:28:26 EDT
344845763,R,1628277,,X,2020-08-17 00:28:26 EDT
344845771,A,1628289,,,2020-08-17 00:28:26 EDT
344845789,R,1628301,,X,2020-08-17 00:28:26 EDT
344845789,R,1628301,X,,2020-08-17 00:28:26 EDT
344845797,A,1627848,,,2020-08-17 00:28:26 EDT
344845797,A,1627860,,,2020-08-17 00:28:26 EDT
344845805,A,1626158,,,2020-08-17 00:28:26 EDT
344845813,R,1628314,X,,2020-08-17 00:28:26 EDT
344845813,R,1628314,,X,2020-08-17 00:28:26 EDT
344845839,C,1625412,X,,2020-08-17 00:28:26 EDT
344845847,R,1627903,X,,2020-08-17 00:28:26 EDT
344845854,C,1623799,,X,2020-08-17 00:28:26 EDT
344845888,R,1628325,X,,2020-08-17 00:28:26 EDT
344845896,A,1625773,,,2020-08-17 00:28:26 EDT
344845904,A,1628341,,,2020-08-17 00:28:26 EDT
344845920,A,1623779,,,2020-08-17 00:28:26 EDT
344845938,R,1628379,X,,2020-08-17 00:28:26 EDT
344845938,R,1628379,,X,2020-08-17 00:28:26 EDT
344845946,C,1586826,X,,2020-08-17 00:28:26 EDT
344845946,C,1586826,,X,2020-08-17 00:28:26 EDT
344845953,C,1586821,,X,2020-08-17 00:28:26 EDT
344845953,C,1586821,X,,2020-08-17 00:28:26 EDT
344845961,C,1592933,X,,2020-08-17 00:28:26 EDT
344845961,C,1592933,,X,2020-08-17 00:28:26 EDT
344845979,C,1610342,X,,2020-08-17 00:28:26 EDT
344845979,C,1610342,,X,2020-08-17 00:28:26 EDT
344845987,C,1582758,,X,2020-08-17 00:28:26 EDT
344845987,C,1582758,X,,2020-08-17 00:28:26 EDT
344846001,R,1626982,,X,2020-08-17 00:28:26 EDT
344846019,R,1628404,X,,2020-08-17 00:28:26 EDT
344846027,A,1626234,,,2020-08-17 00:28:26 EDT
344846043,R,1621584,X,,2020-08-17 00:28:26 EDT
344846050,R,1621583,X,,2020-08-17 00:28:26 EDT
344846068,A,1625008,,,2020-08-17 00:28:26 EDT
344846084,R,1621584,X,,2020-08-17 00:28:26 EDT
344846092,A,1627454,,,2020-08-17 00:28:26 EDT
344846100,R,1579424,X,,2020-08-17 00:28:26 EDT
344846118,R,1618032,X,,2020-08-17 00:28:26 EDT
344846126,R,1628461,X,,2020-08-17 00:28:26 EDT
344846134,C,1624325,,X,2020-08-17 00:28:26 EDT
344846142,C,1628463,,X,2020-08-17 00:28:26 EDT
344846159,R,1628464,X,,2020-08-17 00:28:26 EDT
344846167,C,1627523,,X,2020-08-17 00:28:26 EDT
344846167,C,1635516,,X,2020-08-17 00:28:26 EDT
344846183,C,1612088,X,,2020-08-17 00:28:26 EDT
344846191,C,1625136,X,,2020-08-17 00:28:26 EDT
344846209,C,1625136,X,,2020-08-17 00:28:26 EDT
344846217,C,1625136,X,,2020-08-17 00:28:26 EDT
344846225,R,1550720,X,,2020-08-17 00:28:26 EDT
344846233,C,1552071,,X,2020-08-17 00:28:26 EDT
344846241,I,1485960,,,2020-08-17 00:28:26 EDT
344846258,R,1628634,,X,2020-08-17 00:28:26 EDT
344846266,I,1487035,,,2020-08-17 00:28:26 EDT
344846266,C,1627670,X,,2020-08-17 00:28:26 EDT
344846274,C,1626475,,X,2020-08-17 00:28:26 EDT
344846282,C,1627678,X,,2020-08-17 00:28:26 EDT
344846308,R,1613296,X,,2020-08-17 00:28:26 EDT
344846324,C,1619090,,X,2020-08-17 00:28:26 EDT
344846365,R,1623480,,X,2020-08-17 00:28:26 EDT
344846373,R,1625405,X,,2020-08-17 00:28:26 EDT
344846381,R,1628636,X,,2020-08-17 00:28:26 EDT
344846399,C,1626684,X,,2020-08-17 00:28:26 EDT
344846407,C,1626690,X,,2020-08-17 00:28:26 EDT
344846449,R,1628638,X,,2020-08-17 00:28:26 EDT
344846456,C,1627694,X,,2020-08-17 00:28:26 EDT
344846464,R,1627696,,X,2020-08-17 00:28:26 EDT
344846472,C,1628640,X,,2020-08-17 00:28:26 EDT
344846522,R,1625381,X,,2020-08-17 00:28:26 EDT
344846589,R,1628659,X,,2020-08-17 00:28:26 EDT
344846597,C,1592092,X,,2020-08-17 00:28:26 EDT
344846605,C,1624755,X,,2020-08-17 00:28:26 EDT
344846621,R,1626938,X,,2020-08-17 00:28:26 EDT
344846647,C,1617551,,X,2020-08-17 00:28:26 EDT
344846654,C,1627771,X,,2020-08-17 00:28:26 EDT
344846688,R,1628005,,X,2020-08-17 00:28:26 EDT
344846688,R,1628005,X,,2020-08-17 00:28:26 EDT
344846704,C,1624612,,X,2020-08-17 00:28:26 EDT
344846738,R,1628690,X,,2020-08-17 00:28:26 EDT
344846753,C,1614565,,X,2020-08-17 00:28:26 EDT
344846795,R,1627816,X,,2020-08-17 00:28:26 EDT
344846803,I,1468959,,X,2020-08-17 00:28:26 EDT
344846829,C,1624459,,X,2020-08-17 00:28:26 EDT
344846829,C,1624456,,X,2020-08-17 00:28:26 EDT
344846829,C,1625731,,X,2020-08-17 00:28:26 EDT
344846852,C,1628250,,X,2020-08-17 00:28:26 EDT
344846860,C,1628700,,X,2020-08-17 00:28:26 EDT
344846878,R,1624799,X,,2020-08-17 00:28:26 EDT
344846894,A,1628167,,,2020-08-17 00:28:26 EDT
344846902,R,1633673,,X,2020-08-17 00:28:26 EDT
344846936,R,1625566,X,,2020-08-17 00:28:26 EDT
344846944,C,1625751,X,,2020-08-17 00:28:26 EDT
344846944,C,1625751,,X,2020-08-17 00:28:26 EDT
344846993,R,1626982,,X,2020-08-17 00:28:26 EDT
344847033,C,1626022,,X,2020-08-17 00:28:26 EDT
344847058,C,1608270,X,,2020-08-17 00:28:26 EDT
344847066,C,1617338,X,,2020-08-17 00:28:26 EDT
344847108,R,1627267,X,,2020-08-17 00:28:26 EDT
344847116,R,1628800,X,,2020-08-17 00:28:26 EDT
344847132,R,1626758,X,,2020-08-17 00:28:26 EDT
344847173,R,1624471,X,,2020-08-17 00:28:26 EDT
344847199,I,1484711,,X,2020-08-17 00:28:26 EDT
344847199,I,1484711,X,,2020-08-17 00:28:26 EDT
344847215,C,1601010,X,,2020-08-17 00:28:26 EDT
344847231,C,1622688,X,,2020-08-17 00:28:26 EDT
344847231,R,1620124,X,,2020-08-17 00:28:26 EDT
344847249,C,1625489,,X,2020-08-17 00:28:26 EDT
344847272,C,1626705,,X,2020-08-17 00:28:26 EDT
344847280,C,1622273,,X,2020-08-17 00:28:26 EDT
344847298,R,1626122,X,,2020-08-17 00:28:26 EDT
344847314,C,1599322,,X,2020-08-17 00:28:26 EDT
344847314,C,1599322,X,,2020-08-17 00:28:26 EDT
344847322,C,1585695,X,,2020-08-17 00:28:26 EDT
344847330,C,1626709,,X,2020-08-17 00:28:26 EDT
344847397,C,1628942,,X,2020-08-17 00:28:26 EDT
344847405,R,1627796,,X,2020-08-17 00:28:26 EDT
344847413,R,1624795,X,,2020-08-17 00:28:26 EDT
344847439,A,1619476,,,2020-08-17 00:28:26 EDT
344847447,R,1627191,X,,2020-08-17 00:28:26 EDT
344847488,A,1628988,,,2020-08-17 00:28:26 EDT
344847504,R,1621038,X,,2020-08-17 00:28:26 EDT
344847512,C,1624477,,X,2020-08-17 00:28:26 EDT
344847520,I,1434529,,X,2020-08-17 00:28:26 EDT
344847553,R,1629031,X,,2020-08-17 00:28:26 EDT
344847561,R,1627267,X,,2020-08-17 00:28:26 EDT
344847579,C,1625749,X,,2020-08-17 00:28:26 EDT
344847587,R,1625599,X,,2020-08-17 00:28:26 EDT
344847587,R,1625599,,X,2020-08-17 00:28:26 EDT
344847603,C,1624634,X,,2020-08-17 00:28:26 EDT
344847660,R,1628694,,X,2020-08-17 00:28:26 EDT
344847678,A,1627917,X,,2020-08-17 00:28:26 EDT
344847710,R,1625643,,X,2020-08-17 00:28:26 EDT
344847728,A,1629112,,,2020-08-17 00:28:26 EDT
344847736,C,1629063,X,,2020-08-17 00:28:26 EDT
344847744,C,1606468,,X,2020-08-17 00:28:26 EDT
344847751,R,1623508,X,,2020-08-17 00:28:26 EDT
344847769,A,1626098,,,2020-08-17 00:28:26 EDT
344847785,C,1625584,,X,2020-08-17 00:28:26 EDT
344847801,C,1625562,,X,2020-08-17 00:28:26 EDT
344847835,A,1629131,,,2020-08-17 00:28:26 EDT
344847843,C,1624804,,X,2020-08-17 00:28:26 EDT
344847843,C,1637543,,X,2020-08-17 00:28:26 EDT
344847868,A,1625606,,,2020-08-17 00:28:26 EDT
344847876,C,1560710,,X,2020-08-17 00:28:26 EDT
344847900,C,1560783,,X,2020-08-17 00:28:26 EDT
344847926,C,1624461,,X,2020-08-17 00:28:26 EDT
344847942,C,1564109,,X,2020-08-17 00:28:26 EDT
344847959,R,1629177,X,,2020-08-17 00:28:26 EDT
344847975,C,1624446,,X,2020-08-17 00:28:26 EDT
344847983,R,1629179,X,,2020-08-17 00:28:26 EDT
344847991,C,1626735,,X,2020-08-17 00:28:26 EDT
344848015,A,1626178,,,2020-08-17 00:28:26 EDT
344848031,A,1627134,,,2020-08-17 00:28:26 EDT
344848080,I,1476240,,X,2020-08-17 00:28:26 EDT
344848098,C,1592923,X,,2020-08-17 00:28:26 EDT
344848098,C,1592923,,X,2020-08-17 00:28:26 EDT
344848106,R,1630997,X,,2020-08-17 00:28:26 EDT
344848114,R,1629223,X,,2020-08-17 00:28:26 EDT
344848130,C,1629270,X,,2020-08-17 00:28:26 EDT
344848148,R,1629276,X,,2020-08-17 00:28:26 EDT
344848163,A,1628128,,,2020-08-17 00:28:26 EDT
344848189,C,1621412,,X,2020-08-17 00:28:26 EDT
344848213,R,1629292,,X,2020-08-17 00:28:26 EDT
344848262,C,1624269,X,,2020-08-17 00:28:26 EDT
344848270,A,1628408,,,2020-08-17 00:28:26 EDT
344848288,R,1626263,X,,2020-08-17 00:28:26 EDT
344848478,R,1623461,,X,2020-08-17 00:28:26 EDT
344848510,A,1627486,,,2020-08-17 00:28:26 EDT
344848544,A,1626317,,,2020-08-17 00:28:26 EDT
344848551,C,1619053,,X,2020-08-17 00:28:26 EDT
344848569,R,1629405,X,,2020-08-17 00:28:26 EDT
344848577,R,1629414,X,,2020-08-17 00:28:26 EDT
344848585,R,1629415,X,,2020-08-17 00:28:26 EDT
344848601,C,1619065,X,,2020-08-17 00:28:26 EDT
344848619,C,1622560,X,,2020-08-17 00:28:26 EDT
344848627,I,1469900,,,2020-08-17 00:28:26 EDT
344848650,R,1629630,,,2020-08-17 00:28:26 EDT
344848650,C,1617056,,X,2020-08-17 00:28:26 EDT
344848650,R,1624377,,X,2020-08-17 00:28:26 EDT
344848668,C,1629614,X,,2020-08-17 00:28:26 EDT
344848684,R,1602429,X,,2020-08-17 00:28:26 EDT
344848692,R,1605269,X,,2020-08-17 00:28:26 EDT
344848700,C,1610792,X,,2020-08-17 00:28:26 EDT
344848718,C,1622573,,X,2020-08-17 00:28:26 EDT
344848726,R,1622578,X,,2020-08-17 00:28:26 EDT
344848734,C,1625400,X,,2020-08-17 00:28:26 EDT
344848759,R,1627699,,X,2020-08-17 00:28:26 EDT
344848767,C,1628641,X,,2020-08-17 00:28:26 EDT
344848775,C,1628645,X,,2020-08-17 00:28:26 EDT
344848783,R,1628648,X,,2020-08-17 00:28:26 EDT
344848817,R,1613297,X,,2020-08-17 00:28:26 EDT
344848825,R,1629641,X,,2020-08-17 00:28:26 EDT
344848841,A,1629642,,,2020-08-17 00:28:26 EDT
344848858,A,1629642,,,2020-08-17 00:28:26 EDT
344848981,R,1623541,X,,2020-08-17 00:28:26 EDT
344849005,A,1627167,,X,2020-08-17 00:28:26 EDT
344849021,R,1629655,X,,2020-08-17 00:28:26 EDT
344849054,R,1627215,X,,2020-08-17 00:28:26 EDT
344849062,R,1629660,X,,2020-08-17 00:28:26 EDT
344849096,R,1626724,X,,2020-08-17 00:28:26 EDT
344849104,C,1625547,,X,2020-08-17 00:28:26 EDT
344849104,C,1625547,X,,2020-08-17 00:28:26 EDT
344849138,R,1628093,X,,2020-08-17 00:28:26 EDT
344849146,I,1426629,,X,2020-08-17 00:28:26 EDT
344849187,A,1628374,,,2020-08-17 00:28:26 EDT
344849195,C,1624405,,X,2020-08-17 00:28:26 EDT
344849195,C,1624408,,X,2020-08-17 00:28:26 EDT
344849195,C,1624410,,X,2020-08-17 00:28:26 EDT
344849195,C,1624411,,X,2020-08-17 00:28:26 EDT
344849195,C,1624413,,X,2020-08-17 00:28:26 EDT
344849211,A,1629706,,,2020-08-17 00:28:26 EDT
344849286,A,1622337,,,2020-08-17 00:28:26 EDT
344849294,C,1624463,,X,2020-08-17 00:28:26 EDT
344849344,C,1585047,,X,2020-08-17 00:28:26 EDT
344849377,A,1629230,,,2020-08-17 00:28:26 EDT
344849393,R,1623875,X,,2020-08-17 00:28:26 EDT
344849427,C,1627156,X,,2020-08-17 00:28:26 EDT
344849435,C,1564055,,X,2020-08-17 00:28:26 EDT
344849468,R,1629732,X,,2020-08-17 00:28:26 EDT
344849476,C,1560888,,X,2020-08-17 00:28:26 EDT
344849526,C,1629783,X,,2020-08-17 00:28:26 EDT
344849534,C,1559212,,X,2020-08-17 00:28:26 EDT
344849559,A,1628737,,X,2020-08-17 00:28:26 EDT
344849559,C,1628845,,X,2020-08-17 00:28:26 EDT
344849575,R,1627017,X,,2020-08-17 00:28:26 EDT
344849583,R,1629781,X,,2020-08-17 00:28:26 EDT
344849591,C,1625690,,X,2020-08-17 00:28:26 EDT
344849609,A,1616176,,,2020-08-17 00:28:26 EDT
344849617,C,1571710,,X,2020-08-17 00:28:26 EDT
344849625,C,1629658,X,,2020-08-17 00:28:26 EDT
344849633,C,1625612,X,,2020-08-17 00:28:26 EDT
344849658,R,1623875,X,,2020-08-17 00:28:26 EDT
344849666,R,1629810,X,,2020-08-17 00:28:26 EDT
344849690,R,1629829,X,,2020-08-17 00:28:26 EDT
344849740,A,1627879,,,2020-08-17 00:28:26 EDT
344849757,A,1628814,,,2020-08-17 00:28:26 EDT
344849781,C,1618457,,X,2020-08-17 00:28:26 EDT
344849781,C,1618457,X,,2020-08-17 00:28:26 EDT
344849815,I,1454364,,X,2020-08-17 00:28:26 EDT
344849831,C,1585149,,X,2020-08-17 00:28:26 EDT
344849856,C,1628362,X,,2020-08-17 00:28:26 EDT
344849872,A,1629161,,,2020-08-17 00:28:26 EDT
344849880,A,1585074,,,2020-08-17 00:28:26 EDT
344849930,R,1623153,,X,2020-08-17 00:28:26 EDT
344849930,R,1623153,X,,2020-08-17 00:28:26 EDT
344849955,R,1629159,,X,2020-08-17 00:28:26 EDT
344849989,R,1624697,X,,2020-08-17 00:28:26 EDT
344849997,C,1625534,,X,2020-08-17 00:28:26 EDT
344849997,C,1625534,X,,2020-08-17 00:28:26 EDT
344850029,C,1602467,,X,2020-08-17 00:28:26 EDT
344850037,A,1585066,,,2020-08-17 00:28:26 EDT
344850052,C,1599644,X,,2020-08-17 00:28:26 EDT
344850128,R,1627168,X,,2020-08-17 00:28:26 EDT
344850136,R,1619632,,X,2020-08-17 00:28:26 EDT
344850151,A,1629784,,X,2020-08-17 00:28:26 EDT
344850151,R,1632176,,X,2020-08-17 00:28:26 EDT
344850151,R,1632814,,X,2020-08-17 00:28:26 EDT
344850185,R,1628090,X,,2020-08-17 00:28:26 EDT
344850219,C,1617770,X,,2020-08-17 00:28:26 EDT
344850227,C,1625654,,X,2020-08-17 00:28:26 EDT
344850243,A,1629178,,X,2020-08-17 00:28:26 EDT
344850268,R,1629982,X,,2020-08-17 00:28:26 EDT
344850276,A,1629993,,,2020-08-17 00:28:26 EDT
344850318,C,1629069,,X,2020-08-17 00:28:26 EDT
344850318,C,1629069,X,,2020-08-17 00:28:26 EDT
344850334,C,1606855,,X,2020-08-17 00:28:26 EDT
344850342,C,1626002,X,,2020-08-17 00:28:26 EDT
344850367,C,1630045,X,,2020-08-17 00:28:26 EDT
344850375,C,1622822,X,,2020-08-17 00:28:26 EDT
344850383,A,1629151,,,2020-08-17 00:28:26 EDT
344850391,R,1626000,X,,2020-08-17 00:28:26 EDT
344850391,A,1640144,,,2020-08-17 00:28:26 EDT
344850417,C,1625853,X,,2020-08-17 00:28:26 EDT
344850425,C,1627986,,X,2020-08-17 00:28:26 EDT
344850425,C,1627993,,X,2020-08-17 00:28:26 EDT
344850425,C,1627226,,X,2020-08-17 00:28:26 EDT
344850433,A,1624661,,,2020-08-17 00:28:26 EDT
344850441,A,1624967,,,2020-08-17 00:28:26 EDT
344850458,C,1626069,X,,2020-08-17 00:28:26 EDT
344850466,A,1632951,,,2020-08-17 00:28:26 EDT
344850490,A,1624590,,,2020-08-17 00:28:26 EDT
344850557,R,1630086,X,,2020-08-17 00:28:26 EDT
344850565,R,1630124,,X,2020-08-17 00:28:26 EDT
344850573,R,1630100,X,,2020-08-17 00:28:26 EDT
344850581,R,1630134,X,,2020-08-17 00:28:26 EDT
344850599,A,1630133,,,2020-08-17 00:28:26 EDT
344850607,C,1597722,,X,2020-08-17 00:28:26 EDT
344850615,R,1622661,X,,2020-08-17 00:28:26 EDT
344850623,A,1628197,,,2020-08-17 00:28:26 EDT
344850649,A,1629693,,,2020-08-17 00:28:26 EDT
344850664,A,1616482,,,2020-08-17 00:28:26 EDT
344850698,I,1468615,,,2020-08-17 00:28:26 EDT
344850698,C,1625770,,X,2020-08-17 00:28:26 EDT
344850698,C,1625770,X,,2020-08-17 00:28:26 EDT
344850755,C,1627465,X,,2020-08-17 00:28:26 EDT
344850789,R,1627478,X,,2020-08-17 00:28:26 EDT
344850813,R,1629344,X,,2020-08-17 00:28:26 EDT
344850821,A,1628407,,,2020-08-17 00:28:26 EDT
344850839,C,1617998,,X,2020-08-17 00:28:26 EDT
344850847,R,1622546,X,,2020-08-17 00:28:26 EDT
344850896,C,1553642,,X,2020-08-17 00:28:26 EDT
344850904,C,1600820,X,,2020-08-17 00:28:26 EDT
344850912,C,1621629,X,,2020-08-17 00:28:26 EDT
344850946,A,1621662,,,2020-08-17 00:28:26 EDT
344850953,C,1628631,X,,2020-08-17 00:28:26 EDT
344850961,A,1631205,,,2020-08-17 00:28:26 EDT
344850979,R,1627971,X,,2020-08-17 00:28:26 EDT
344850987,R,1564001,X,,2020-08-17 00:28:26 EDT
344851001,I,1452025,X,,2020-08-17 00:28:26 EDT
344851035,R,1603171,X,,2020-08-17 00:28:26 EDT
344851043,C,1613284,X,,2020-08-17 00:28:26 EDT
344851050,C,1623477,X,,2020-08-17 00:28:26 EDT
344851068,C,1633619,X,,2020-08-17 00:28:26 EDT
344851076,R,1625387,X,,2020-08-17 00:28:26 EDT
344851084,C,1625404,X,,2020-08-17 00:28:26 EDT
344851092,C,1623479,X,,2020-08-17 00:28:26 EDT
344851100,R,1626682,X,,2020-08-17 00:28:26 EDT
344851118,R,1630597,X,,2020-08-17 00:28:26 EDT
344851126,R,1628651,X,,2020-08-17 00:28:26 EDT
344851134,A,1629638,,,2020-08-17 00:28:26 EDT
344851159,C,1623479,X,,2020-08-17 00:28:26 EDT
344851233,C,1624418,,X,2020-08-17 00:28:26 EDT
344851258,C,1626996,X,,2020-08-17 00:28:26 EDT
344851274,A,1627283,,,2020-08-17 00:28:26 EDT
344851290,C,1629671,X,,2020-08-17 00:28:26 EDT
344851324,R,1625593,X,,2020-08-17 00:28:26 EDT
344851340,C,1629069,,X,2020-08-17 00:28:26 EDT
344851340,C,1629069,X,,2020-08-17 00:28:26 EDT
344851357,R,1630638,X,,2020-08-17 00:28:26 EDT
344851365,C,1623187,,X,2020-08-17 00:28:26 EDT
344851365,C,1623187,X,,2020-08-17 00:28:26 EDT
344851373,R,1630655,X,,2020-08-17 00:28:26 EDT
344851415,C,1603223,,X,2020-08-17 00:28:26 EDT
344851415,C,1603223,X,,2020-08-17 00:28:26 EDT
344851423,R,1630720,,X,2020-08-17 00:28:26 EDT
344851456,I,1352352,,,2020-08-17 00:28:26 EDT
344851472,C,1627746,X,,2020-08-17 00:28:26 EDT
344851480,R,1629150,,X,2020-08-17 00:28:26 EDT
344851498,A,1630734,,,2020-08-17 00:28:26 EDT
344851514,A,1630698,,,2020-08-17 00:28:26 EDT
344851548,C,1627880,X,,2020-08-17 00:28:26 EDT
344851555,A,1629036,,,2020-08-17 00:28:26 EDT
344851563,A,1630998,,,2020-08-17 00:28:26 EDT
344851571,A,1628134,,,2020-08-17 00:28:26 EDT
344851571,A,1632938,,,2020-08-17 00:28:26 EDT
344851589,R,1630802,X,,2020-08-17 00:28:26 EDT
344851589,R,1630802,,X,2020-08-17 00:28:26 EDT
344851597,A,1624932,,,2020-08-17 00:28:26 EDT
344851605,C,1627268,X,,2020-08-17 00:28:26 EDT
344851621,R,1625987,,X,2020-08-17 00:28:26 EDT
344851639,C,1629800,X,,2020-08-17 00:28:26 EDT
344851647,C,1610969,,X,2020-08-17 00:28:26 EDT
344851654,R,1627957,X,,2020-08-17 00:28:26 EDT
344851662,R,1630829,X,,2020-08-17 00:28:26 EDT
344851688,C,1624916,,X,2020-08-17 00:28:26 EDT
344851696,C,1624507,,X,2020-08-17 00:28:26 EDT
344851704,C,1625742,,X,2020-08-17 00:28:26 EDT
344851712,C,1628181,X,,2020-08-17 00:28:26 EDT
344851720,C,1628835,X,,2020-08-17 00:28:26 EDT
