activity_nr,rel_type,rel_act_nr,rel_safety,rel_health,load_dt
344666250,I,1289197,,,2020-08-17 00:28:26 EDT
344666268,I,1292922,X,,2020-08-17 00:28:26 EDT
344666284,R,1547873,X,,2020-08-17 00:28:26 EDT
344666292,C,1548027,X,,2020-08-17 00:28:26 EDT
344666342,C,1546743,,X,2020-08-17 00:28:26 EDT
344666383,C,1544499,X,,2020-08-17 00:28:26 EDT
344666391,R,1548998,X,,2020-08-17 00:28:26 EDT
344666425,I,1407255,X,,2020-08-17 00:28:26 EDT
344666441,R,1543623,X,,2020-08-17 00:28:26 EDT
344666482,C,1544020,,X,2020-08-17 00:28:26 EDT
344666516,A,1549151,,,2020-08-17 00:28:26 EDT
344666516,R,1627799,X,,2020-08-17 00:28:26 EDT
344666524,A,1549031,,,2020-08-17 00:28:26 EDT
344666540,R,1544308,X,,2020-08-17 00:28:26 EDT
344666565,A,1549967,,,2020-08-17 00:28:26 EDT
344666581,C,1544792,X,,2020-08-17 00:28:26 EDT
344666581,C,1544792,,X,2020-08-17 00:28:26 EDT
344666599,C,1543943,,X,2020-08-17 00:28:26 EDT
344666615,R,1549014,X,,2020-08-17 00:28:26 EDT
344666649,C,1546319,X,,2020-08-17 00:28:26 EDT
344666656,R,1546758,X,,2020-08-17 00:28:26 EDT
344666664,C,1548637,X,,2020-08-17 00:28:26 EDT
344666672,C,1548670,,X,2020-08-17 00:28:26 EDT
344666672,C,1548670,X,,2020-08-17 00:28:26 EDT
344666706,R,1549042,X,,2020-08-17 00:28:26 EDT
344666714,C,1548559,X,,2020-08-17 00:28:26 EDT
344666722,C,1546356,,X,2020-08-17 00:28:26 EDT
344666730,R,1549076,X,,2020-08-17 00:28:26 EDT
344666748,C,1548326,X,,2020-08-17 00:28:26 EDT
344666797,R,1548463,X,,2020-08-17 00:28:26 EDT
344666805,R,1547785,X,,2020-08-17 00:28:26 EDT
344666813,C,1548219,X,,2020-08-17 00:28:26 EDT
344666839,R,1549014,X,,2020-08-17 00:28:26 EDT
344666847,R,1522788,X,,2020-08-17 00:28:26 EDT
344666862,C,1549092,,X,2020-08-17 00:28:26 EDT
344666870,C,1549055,,X,2020-08-17 00:28:26 EDT
344666888,C,1539958,X,,2020-08-17 00:28:26 EDT
344666896,C,1547439,X,,2020-08-17 00:28:26 EDT
344666904,R,1549943,,X,2020-08-17 00:28:26 EDT
344666946,R,1548088,X,,2020-08-17 00:28:26 EDT
344666953,C,1549113,X,,2020-08-17 00:28:26 EDT
344666961,A,1548227,,,2020-08-17 00:28:26 EDT
344666979,R,1549102,X,,2020-08-17 00:28:26 EDT
344666987,R,1545111,X,,2020-08-17 00:28:26 EDT
344667001,R,1548722,X,,2020-08-17 00:28:26 EDT
344667043,C,1548447,X,,2020-08-17 00:28:26 EDT
344667050,I,1446536,X,,2020-08-17 00:28:26 EDT
344667068,C,1546979,,X,2020-08-17 00:28:26 EDT
344667076,C,1549119,X,,2020-08-17 00:28:26 EDT
344667084,C,1548467,X,,2020-08-17 00:28:26 EDT
344667084,C,1548467,,X,2020-08-17 00:28:26 EDT
344667100,C,1540065,X,,2020-08-17 00:28:26 EDT
344667118,R,1546472,,X,2020-08-17 00:28:26 EDT
344667134,I,1443246,,,2020-08-17 00:28:26 EDT
344667142,A,1548850,,,2020-08-17 00:28:26 EDT
344667159,C,1546513,X,,2020-08-17 00:28:26 EDT
344667183,R,1549224,X,,2020-08-17 00:28:26 EDT
344667191,I,1421851,,X,2020-08-17 00:28:26 EDT
344667225,R,1619742,X,,2020-08-17 00:28:26 EDT
344667241,C,1547653,X,,2020-08-17 00:28:26 EDT
344667241,C,1547653,,X,2020-08-17 00:28:26 EDT
344667258,R,1537324,X,,2020-08-17 00:28:26 EDT
344667274,I,1447381,X,,2020-08-17 00:28:26 EDT
344667308,I,1466166,,X,2020-08-17 00:28:26 EDT
344667316,C,1547935,,X,2020-08-17 00:28:26 EDT
344667324,A,1547457,,,2020-08-17 00:28:26 EDT
344667340,R,1547364,,X,2020-08-17 00:28:26 EDT
344667365,A,1538228,,,2020-08-17 00:28:26 EDT
344667373,C,1546478,X,,2020-08-17 00:28:26 EDT
344667381,R,1549175,X,,2020-08-17 00:28:26 EDT
344667399,I,1454926,X,,2020-08-17 00:28:26 EDT
344667423,C,1549041,X,,2020-08-17 00:28:26 EDT
344667431,C,1549171,X,,2020-08-17 00:28:26 EDT
344667449,I,1465252,X,,2020-08-17 00:28:26 EDT
344667456,A,1547913,,,2020-08-17 00:28:26 EDT
344667506,C,1547904,,X,2020-08-17 00:28:26 EDT
344667514,C,1548450,X,,2020-08-17 00:28:26 EDT
344667530,A,1549162,,,2020-08-17 00:28:26 EDT
344667555,C,1547653,X,,2020-08-17 00:28:26 EDT
344667555,C,1547653,,X,2020-08-17 00:28:26 EDT
344667563,R,1548536,X,,2020-08-17 00:28:26 EDT
344667589,I,1407288,,X,2020-08-17 00:28:26 EDT
344667597,R,1548607,X,,2020-08-17 00:28:26 EDT
344667605,C,1548204,X,,2020-08-17 00:28:26 EDT
344667605,C,1549192,,X,2020-08-17 00:28:26 EDT
344667605,C,1549192,X,,2020-08-17 00:28:26 EDT
344667613,C,1548464,X,,2020-08-17 00:28:26 EDT
344667621,C,1543232,X,,2020-08-17 00:28:26 EDT
344667654,R,1548268,X,,2020-08-17 00:28:26 EDT
344667662,C,1544589,,X,2020-08-17 00:28:26 EDT
344667688,C,1543595,,X,2020-08-17 00:28:26 EDT
344667704,R,1549181,X,,2020-08-17 00:28:26 EDT
344667712,C,1548538,X,,2020-08-17 00:28:26 EDT
344667761,C,1543130,,X,2020-08-17 00:28:26 EDT
344667779,C,1547620,X,,2020-08-17 00:28:26 EDT
344667829,R,1547789,X,,2020-08-17 00:28:26 EDT
344667837,A,1547890,,,2020-08-17 00:28:26 EDT
344667845,R,1549230,X,,2020-08-17 00:28:26 EDT
344667878,C,1544356,,X,2020-08-17 00:28:26 EDT
344667878,C,1544356,X,,2020-08-17 00:28:26 EDT
344667910,C,1547807,,X,2020-08-17 00:28:26 EDT
344667944,R,1549259,X,,2020-08-17 00:28:26 EDT
344667951,A,1544803,,,2020-08-17 00:28:26 EDT
344667985,C,1435046,,X,2020-08-17 00:28:26 EDT
344667993,R,1548147,X,,2020-08-17 00:28:26 EDT
344668017,A,1518100,,,2020-08-17 00:28:26 EDT
344668025,C,1540961,X,,2020-08-17 00:28:26 EDT
344668058,C,1546874,,X,2020-08-17 00:28:26 EDT
344668074,R,1549275,X,,2020-08-17 00:28:26 EDT
344668082,A,1548128,,,2020-08-17 00:28:26 EDT
344668108,C,1548857,X,,2020-08-17 00:28:26 EDT
344668116,R,1529472,X,,2020-08-17 00:28:26 EDT
344668157,C,1546719,,X,2020-08-17 00:28:26 EDT
344668157,C,1546719,X,,2020-08-17 00:28:26 EDT
344668165,R,1547912,X,,2020-08-17 00:28:26 EDT
344668173,C,1548315,,X,2020-08-17 00:28:26 EDT
344668173,C,1548315,X,,2020-08-17 00:28:26 EDT
344668181,C,1548565,,X,2020-08-17 00:28:26 EDT
344668231,R,1549305,X,,2020-08-17 00:28:26 EDT
344668249,A,1548225,,,2020-08-17 00:28:26 EDT
344668272,C,1547467,,X,2020-08-17 00:28:26 EDT
344668280,A,1546439,,,2020-08-17 00:28:26 EDT
344668306,R,1549331,X,,2020-08-17 00:28:26 EDT
344668314,R,1548335,X,,2020-08-17 00:28:26 EDT
344668322,R,1549330,X,,2020-04-17 00:28:35 EDT
344668348,C,1548366,,X,2020-08-17 00:28:26 EDT
344668355,R,1549342,X,,2020-08-17 00:28:26 EDT
344668389,C,1544253,,X,2020-08-17 00:28:26 EDT
344668405,R,1548372,X,,2020-08-17 00:28:26 EDT
344668413,R,1548372,X,,2020-08-17 00:28:26 EDT
344668439,R,1547520,X,,2020-08-17 00:28:26 EDT
344668447,C,1548899,X,,2020-08-17 00:28:26 EDT
344668462,C,1548899,X,,2020-08-17 00:28:26 EDT
344668470,I,1335232,,X,2020-08-17 00:28:26 EDT
344668488,R,1544895,X,,2020-08-17 00:28:26 EDT
344668496,R,1549362,X,,2020-08-17 00:28:26 EDT
344668504,C,1544888,,X,2020-08-17 00:28:26 EDT
344668512,R,1549365,X,,2020-08-17 00:28:26 EDT
344668538,C,1549363,,X,2020-08-17 00:28:26 EDT
344668546,C,1549364,X,,2020-08-17 00:28:26 EDT
344668561,R,1545351,,X,2020-08-17 00:28:26 EDT
344668611,C,1549366,X,,2020-08-17 00:28:26 EDT
344668637,C,1542005,X,,2020-08-17 00:28:26 EDT
344668660,I,1428602,,,2020-08-17 00:28:26 EDT
344668678,C,1547590,,X,2020-08-17 00:28:26 EDT
344668710,C,1545368,,X,2020-08-17 00:28:26 EDT
344668728,C,1546692,,X,2020-08-17 00:28:26 EDT
344668736,R,1546695,X,,2020-08-17 00:28:26 EDT
344668744,R,1549383,X,,2020-08-17 00:28:26 EDT
344668751,R,1549383,X,,2020-08-17 00:28:26 EDT
344668769,C,1547603,,X,2020-08-17 00:28:26 EDT
344668785,C,1549384,X,,2020-08-17 00:28:26 EDT
344668801,C,1549387,X,,2020-08-17 00:28:26 EDT
344668819,R,1549388,X,,2020-08-17 00:28:26 EDT
344668835,R,1549389,X,,2020-08-17 00:28:26 EDT
344668850,R,1549391,X,,2020-08-17 00:28:26 EDT
344668868,R,1545367,X,,2020-08-17 00:28:26 EDT
344668900,R,1546049,X,,2020-08-17 00:28:26 EDT
344668918,A,1549991,,,2020-08-17 00:28:26 EDT
344668942,A,1549981,,,2020-08-17 00:28:26 EDT
344668967,R,1549400,X,,2020-08-17 00:28:26 EDT
344668975,C,1548742,X,,2020-08-17 00:28:26 EDT
344668983,C,1548091,X,,2020-08-17 00:28:26 EDT
344668991,C,1548073,,X,2020-08-17 00:28:26 EDT
344669049,R,1549044,X,,2020-08-17 00:28:26 EDT
344669056,R,1549401,X,,2020-08-17 00:28:26 EDT
344669072,C,1546927,X,,2020-08-17 00:28:26 EDT
344669080,R,1635672,X,,2020-08-17 00:28:26 EDT
344669189,C,1549439,,X,2020-03-11 00:27:54 EDT
344669221,C,1549122,,X,2020-08-17 00:28:26 EDT
344669254,R,1546836,X,,2020-08-17 00:28:26 EDT
344669262,R,1546809,X,,2020-08-17 00:28:26 EDT
344669270,C,1549240,,X,2020-08-17 00:28:26 EDT
344669296,C,1548083,X,,2020-08-17 00:28:26 EDT
344669312,A,1549445,,,2020-08-17 00:28:26 EDT
344669320,I,1465841,,,2020-08-17 00:28:26 EDT
344669361,C,1548498,X,,2020-08-17 00:28:26 EDT
344669387,C,1549081,X,,2020-08-17 00:28:26 EDT
344669395,I,1407253,,X,2020-08-17 00:28:26 EDT
344669411,C,1549063,X,,2020-08-17 00:28:26 EDT
344669429,C,1548300,X,,2020-08-17 00:28:26 EDT
344669437,C,1549172,,X,2020-08-17 00:28:26 EDT
344669445,R,1547618,X,,2020-08-17 00:28:26 EDT
344669452,C,1548302,X,,2020-08-17 00:28:26 EDT
344669478,C,1546820,,X,2020-08-17 00:28:26 EDT
344669551,R,1547729,X,,2020-08-17 00:28:26 EDT
344669569,C,1549015,,X,2020-08-17 00:28:26 EDT
344669593,R,1546566,X,,2020-08-17 00:28:26 EDT
344669601,C,1545839,,X,2020-08-17 00:28:26 EDT
344669601,C,1545839,X,,2020-08-17 00:28:26 EDT
344669619,A,1549311,,,2020-08-17 00:28:26 EDT
344669627,R,1548556,X,,2020-08-17 00:28:26 EDT
344669668,C,1548504,,X,2020-08-17 00:28:26 EDT
344669676,R,1549514,X,,2020-08-17 00:28:26 EDT
344669684,I,1357581,,X,2020-08-17 00:28:26 EDT
344669692,C,1547084,,X,2020-08-17 00:28:26 EDT
344669700,R,1548556,X,,2020-08-17 00:28:26 EDT
344669718,A,1548635,,,2020-08-17 00:28:26 EDT
344669734,C,1548056,X,,2020-08-17 00:28:26 EDT
344669742,R,1549542,X,,2020-08-17 00:28:26 EDT
344669767,R,1548867,X,,2020-08-17 00:28:26 EDT
344669767,R,1549570,X,,2020-08-17 00:28:26 EDT
344669791,C,1549062,X,,2020-08-17 00:28:26 EDT
344669866,A,1547866,,,2020-08-17 00:28:26 EDT
344669874,A,1547275,,,2020-08-17 00:28:26 EDT
344669882,A,1548587,,,2020-08-17 00:28:26 EDT
344669908,C,1546800,,X,2020-08-17 00:28:26 EDT
344669916,C,1545148,,X,2020-08-17 00:28:26 EDT
344669916,C,1545148,X,,2020-08-17 00:28:26 EDT
344669957,I,1436529,X,,2020-08-17 00:28:26 EDT
344669973,C,1549193,X,,2020-08-17 00:28:26 EDT
344669981,C,1546807,,X,2020-08-17 00:28:26 EDT
344670047,C,1537684,,X,2020-08-17 00:28:26 EDT
344670054,A,1547340,,,2020-08-17 00:28:26 EDT
344670062,C,1543637,,X,2020-08-17 00:28:26 EDT
344670088,C,1548690,,X,2020-08-17 00:28:26 EDT
344670096,R,1547339,X,,2020-08-17 00:28:26 EDT
344670104,C,1545858,,X,2020-08-17 00:28:26 EDT
344670104,C,1545858,X,,2020-08-17 00:28:26 EDT
344670112,A,1547054,,,2020-08-17 00:28:26 EDT
344670120,C,1549136,X,,2020-08-17 00:28:26 EDT
344670138,R,1548626,X,,2020-08-17 00:28:26 EDT
344670146,I,1429757,X,,2020-08-17 00:28:26 EDT
344670153,C,1530776,X,,2020-08-17 00:28:26 EDT
344670187,R,1546729,X,,2020-08-17 00:28:26 EDT
344670203,R,1549099,X,,2020-08-17 00:28:26 EDT
344670211,R,1547898,,X,2020-08-17 00:28:26 EDT
344670229,C,1547071,X,,2020-08-17 00:28:26 EDT
344670252,C,1549626,,X,2020-08-17 00:28:26 EDT
344670260,R,1547886,X,,2020-08-17 00:28:26 EDT
344670294,R,1549011,X,,2020-08-17 00:28:26 EDT
344670302,R,1542726,X,,2020-08-17 00:28:26 EDT
344670310,A,1547893,,,2020-08-17 00:28:26 EDT
344670344,I,1465762,,,2020-08-17 00:28:26 EDT
344670351,R,1607155,X,,2020-08-17 00:28:26 EDT
344670385,R,1544466,X,,2020-08-17 00:28:26 EDT
344670476,C,1549698,X,,2020-08-17 00:28:26 EDT
344670484,R,1549681,X,,2020-08-17 00:28:26 EDT
344670518,R,1549184,X,,2020-08-17 00:28:26 EDT
344670534,R,1550463,X,,2020-08-17 00:28:26 EDT
344670559,R,1549689,X,,2020-08-17 00:28:26 EDT
344670567,R,1549233,X,,2020-08-17 00:28:26 EDT
344670591,R,1548769,,X,2020-08-17 00:28:26 EDT
344670641,C,1547243,,X,2020-08-17 00:28:26 EDT
344670708,I,1272621,X,,2020-08-17 00:28:26 EDT
344670724,I,1399930,,,2020-08-17 00:28:26 EDT
344670732,R,1547698,X,,2020-08-17 00:28:26 EDT
344670781,R,1548283,X,,2020-08-17 00:28:26 EDT
344670799,I,1311775,,X,2020-08-17 00:28:26 EDT
344670815,C,1535955,,X,2020-08-17 00:28:26 EDT
344670815,C,1535955,X,,2020-08-17 00:28:26 EDT
344670823,I,1359847,,X,2020-08-17 00:28:26 EDT
344670872,A,1543810,,,2020-08-17 00:28:26 EDT
344670898,I,1444670,X,,2020-08-17 00:28:26 EDT
344670906,C,1548153,,X,2020-08-17 00:28:26 EDT
344670914,C,1548276,,X,2020-08-17 00:28:26 EDT
344670914,C,1548276,X,,2020-08-17 00:28:26 EDT
344670922,C,1548720,,X,2020-08-17 00:28:26 EDT
344670922,C,1548720,X,,2020-08-17 00:28:26 EDT
344670955,A,1546592,,,2020-08-17 00:28:26 EDT
344670963,A,1522722,,,2020-08-17 00:28:26 EDT
344670971,A,1543765,,,2020-08-17 00:28:26 EDT
344670997,C,1546834,,X,2020-08-17 00:28:26 EDT
344671003,A,1546861,,,2020-08-17 00:28:26 EDT
344671029,A,1549598,,,2020-08-17 00:28:26 EDT
344671052,R,1546984,,X,2020-08-17 00:28:26 EDT
344671052,R,1546984,X,,2020-08-17 00:28:26 EDT
344671060,A,1548619,,,2020-08-17 00:28:26 EDT
344671102,A,1548859,,,2020-08-17 00:28:26 EDT
344671128,A,1549679,,,2020-08-17 00:28:26 EDT
344671136,A,1549436,,,2020-08-17 00:28:26 EDT
344671151,R,1549796,X,,2020-08-17 00:28:26 EDT
344671169,C,1546733,,X,2020-08-17 00:28:26 EDT
344671169,C,1546733,X,,2020-08-17 00:28:26 EDT
344671177,R,1548906,X,,2020-08-17 00:28:26 EDT
344671185,R,1544865,X,,2020-08-17 00:28:26 EDT
344671193,R,1548908,X,,2020-08-17 00:28:26 EDT
344671201,C,1547105,X,,2020-08-17 00:28:26 EDT
344671227,R,1548908,X,,2020-08-17 00:28:26 EDT
344671276,I,1424624,,,2020-08-17 00:28:26 EDT
344671292,C,1548902,,X,2020-08-17 00:28:26 EDT
344671342,R,1549343,X,,2020-08-17 00:28:26 EDT
344671375,C,1549341,X,,2020-08-17 00:28:26 EDT
344671391,C,1538886,X,,2020-08-17 00:28:26 EDT
344671409,R,1548934,X,,2020-08-17 00:28:26 EDT
344671417,C,1546677,,X,2020-08-17 00:28:26 EDT
344671425,C,1546165,,X,2020-08-17 00:28:26 EDT
344671433,C,1549826,,X,2020-08-17 00:28:26 EDT
344671433,C,1549828,,X,2020-08-17 00:28:26 EDT
344671433,C,1549827,,X,2020-08-17 00:28:26 EDT
344671441,A,1549824,,,2020-08-17 00:28:26 EDT
344671458,C,1545788,,X,2020-08-17 00:28:26 EDT
344671508,R,1545351,,X,2020-08-17 00:28:26 EDT
344671524,R,1545351,,X,2020-08-17 00:28:26 EDT
344671532,C,1543410,X,,2020-08-17 00:28:26 EDT
344671615,C,1525382,X,,2020-08-17 00:28:26 EDT
344671649,C,1542499,X,,2020-08-17 00:28:26 EDT
344671656,C,1545353,X,,2020-08-17 00:28:26 EDT
344671664,C,1547593,X,,2020-08-17 00:28:26 EDT
344671672,I,1467168,X,,2020-08-17 00:28:26 EDT
344671672,C,1547994,X,,2020-08-17 00:28:26 EDT
344671680,I,1467167,X,,2020-08-17 00:28:26 EDT
344671680,C,1547994,X,,2020-08-17 00:28:26 EDT
344671698,C,1549375,X,,2020-08-17 00:28:26 EDT
344671706,I,1468259,X,,2020-08-17 00:28:26 EDT
344671722,I,1467174,X,,2020-08-17 00:28:26 EDT
344671722,I,1467175,,X,2020-08-17 00:28:26 EDT
344671722,I,1467498,,X,2020-08-17 00:28:26 EDT
344671722,C,1549378,X,,2020-08-17 00:28:26 EDT
344671748,I,1467172,,X,2020-08-17 00:28:26 EDT
344671748,I,1467175,,X,2020-08-17 00:28:26 EDT
344671748,C,1549378,X,,2020-08-17 00:28:26 EDT
344671748,I,1467498,,X,2020-08-17 00:28:26 EDT
344671755,I,1467172,,X,2020-08-17 00:28:26 EDT
344671755,I,1467174,X,,2020-08-17 00:28:26 EDT
344671755,C,1549378,X,,2020-08-17 00:28:26 EDT
344671789,C,1544236,,X,2020-08-17 00:28:26 EDT
344671797,R,1544926,X,,2020-08-17 00:28:26 EDT
344671813,R,1549847,X,,2020-08-17 00:28:26 EDT
344671821,R,1549848,X,,2020-08-17 00:28:26 EDT
344671862,R,1545365,X,,2020-08-17 00:28:26 EDT
344671896,R,1546761,X,,2020-08-17 00:28:26 EDT
344671904,R,1548166,X,,2020-08-17 00:28:26 EDT
344671912,R,1549663,X,,2020-08-17 00:28:26 EDT
344671920,R,1548322,X,,2020-08-17 00:28:26 EDT
344671953,C,1547641,X,,2020-08-17 00:28:26 EDT
344671995,R,1541619,X,,2020-08-17 00:28:26 EDT
344672027,I,1374611,,X,2020-08-17 00:28:26 EDT
344672027,I,1374611,X,,2020-08-17 00:28:26 EDT
344672068,R,1549854,X,,2020-08-17 00:28:26 EDT
344672100,R,1534655,X,,2020-05-03 00:28:00 EDT
344672126,R,1546718,X,,2020-08-17 00:28:26 EDT
344672134,A,1570299,,,2020-08-17 00:28:26 EDT
344672142,I,1420121,,X,2020-08-17 00:28:26 EDT
344672159,C,1549432,X,,2020-08-17 00:28:26 EDT
344672167,R,1548255,X,,2020-08-17 00:28:26 EDT
344672175,C,1549619,X,,2020-08-17 00:28:26 EDT
344672183,C,1518406,X,,2020-08-17 00:28:26 EDT
344672183,C,1518406,,X,2020-08-17 00:28:26 EDT
344672225,C,1549139,,X,2020-08-17 00:28:26 EDT
344672241,R,1546281,X,,2020-08-17 00:28:26 EDT
344672266,C,1576217,X,,2020-08-17 00:28:26 EDT
344672316,R,1548176,X,,2020-08-17 00:28:26 EDT
344672324,C,1547763,X,,2020-08-17 00:28:26 EDT
344672357,I,1399763,X,,2020-08-17 00:28:26 EDT
344672365,I,1465762,,,2020-08-17 00:28:26 EDT
344672381,I,1442209,,X,2020-08-17 00:28:26 EDT
344672407,A,1549886,,,2020-08-17 00:28:26 EDT
344672472,C,1547235,X,,2020-08-17 00:28:26 EDT
344672472,C,1547235,,X,2020-08-17 00:28:26 EDT
344672498,A,1547747,,,2020-08-17 00:28:26 EDT
344672522,C,1547235,X,,2020-08-17 00:28:26 EDT
344672522,C,1547235,,X,2020-08-17 00:28:26 EDT
344672530,C,1536257,X,,2020-08-17 00:28:26 EDT
344672589,C,1535289,X,,2020-08-17 00:28:26 EDT
344672613,R,1549929,,X,2020-08-17 00:28:26 EDT
344672621,I,1428748,,,2020-08-17 00:28:26 EDT
344672647,C,1548321,,X,2020-08-17 00:28:26 EDT
344672662,R,1549132,X,,2020-08-17 00:28:26 EDT
344672688,C,1549485,X,,2020-08-17 00:28:26 EDT
344672696,R,1548625,X,,2020-08-17 00:28:26 EDT
344672704,C,1548096,,X,2020-08-17 00:28:26 EDT
344672738,C,1548141,,X,2020-08-17 00:28:26 EDT
344672753,C,1549879,X,,2020-08-17 00:28:26 EDT
344672779,R,1549200,X,,2020-08-17 00:28:26 EDT
344672787,I,1385406,X,,2020-08-17 00:28:26 EDT
344672795,R,1548116,X,,2020-08-17 00:28:26 EDT
344672803,I,1428779,X,,2020-08-17 00:28:26 EDT
344672829,C,1548810,X,,2020-08-17 00:28:26 EDT
344672837,C,1547172,,X,2020-08-17 00:28:26 EDT
344672837,C,1547172,X,,2020-08-17 00:28:26 EDT
344672845,R,1549936,X,,2020-08-17 00:28:26 EDT
344672894,C,1547377,X,,2020-08-17 00:28:26 EDT
344672894,C,1547377,,X,2020-08-17 00:28:26 EDT
344672902,C,1548431,X,,2020-08-17 00:28:26 EDT
344672936,C,1544605,X,,2020-08-17 00:28:26 EDT
344672944,R,1549473,X,,2020-08-17 00:28:26 EDT
344672951,R,1548317,X,,2020-08-17 00:28:26 EDT
344672951,R,1548317,,X,2020-08-17 00:28:26 EDT
344672993,C,1548800,X,,2020-08-17 00:28:26 EDT
344673009,C,1549170,X,,2020-08-17 00:28:26 EDT
344673025,I,1384202,X,,2020-08-17 00:28:26 EDT
344673025,I,1388463,X,,2020-08-17 00:28:26 EDT
344673041,C,1522920,,X,2020-08-17 00:28:26 EDT
344673066,C,1546904,,X,2020-08-17 00:28:26 EDT
344673066,C,1546904,X,,2020-08-17 00:28:26 EDT
344673074,C,1547220,X,,2020-08-17 00:28:26 EDT
344673116,C,1539289,X,,2020-08-17 00:28:26 EDT
344673157,C,1542995,X,,2020-08-17 00:28:26 EDT
344673165,R,1548063,X,,2020-08-17 00:28:26 EDT
344673181,R,1548253,X,,2020-08-17 00:28:26 EDT
344673199,C,1549321,,X,2020-08-17 00:28:26 EDT
344673207,R,1503219,X,,2020-08-17 00:28:26 EDT
344673249,R,1548427,X,,2020-08-17 00:28:26 EDT
344673272,R,1543496,,X,2020-08-17 00:28:26 EDT
344673306,I,1458274,,X,2020-08-17 00:28:26 EDT
344673314,A,1526373,,,2020-08-17 00:28:26 EDT
344673355,R,1548437,X,,2020-08-17 00:28:26 EDT
344673389,I,1305280,X,,2020-08-17 00:28:26 EDT
344673454,C,1548213,,X,2020-08-17 00:28:26 EDT
344673462,C,1496503,,X,2020-08-17 00:28:26 EDT
344673470,R,1546043,,X,2020-08-17 00:28:26 EDT
344673504,C,1549858,X,,2020-08-17 00:28:26 EDT
344673520,C,1548620,,X,2020-08-17 00:28:26 EDT
344673546,C,1550055,X,,2020-08-17 00:28:26 EDT
344673579,I,1400591,X,,2020-08-17 00:28:26 EDT
344673587,R,1549614,X,,2020-08-17 00:28:26 EDT
344673595,R,1539824,X,,2020-08-17 00:28:26 EDT
344673637,C,1548239,X,,2020-08-17 00:28:26 EDT
344673637,C,1548239,,X,2020-08-17 00:28:26 EDT
344673652,C,1549712,,X,2020-08-17 00:28:26 EDT
344673660,R,1548019,X,,2020-08-17 00:28:26 EDT
344673702,R,1548812,X,,2020-08-17 00:28:26 EDT
344673710,C,1548167,,X,2020-08-17 00:28:26 EDT
344673736,I,1141375,X,,2020-08-17 00:28:26 EDT
344673736,I,1141441,X,,2020-08-17 00:28:26 EDT
344673751,R,1547072,X,,2020-08-17 00:28:26 EDT
344673777,R,1548760,X,,2020-08-17 00:28:26 EDT
344673785,R,1548616,X,,2020-08-17 00:28:26 EDT
344673793,R,1547179,X,,2020-08-17 00:28:26 EDT
344673850,C,1513436,X,,2020-08-17 00:28:26 EDT
344673868,R,1548266,,X,2020-08-17 00:28:26 EDT
344673900,A,1548287,,,2020-08-17 00:28:26 EDT
344673926,R,1548731,X,,2020-08-17 00:28:26 EDT
344673959,A,1550056,,,2020-08-17 00:28:26 EDT
344674007,R,1549546,,X,2020-08-17 00:28:26 EDT
344674015,C,1548094,X,,2020-08-17 00:28:26 EDT
344674023,C,1549942,X,,2020-08-17 00:28:26 EDT
344674049,R,1546816,X,,2020-08-17 00:28:26 EDT
344674056,C,1533495,X,,2020-08-17 00:28:26 EDT
344674064,R,1545913,X,,2020-08-17 00:28:26 EDT
344674072,R,1543647,X,,2020-08-17 00:28:26 EDT
344674080,C,1548856,X,,2020-08-17 00:28:26 EDT
344674122,R,1548084,X,,2020-08-17 00:28:26 EDT
344674130,R,1546933,X,,2020-08-17 00:28:26 EDT
344674148,A,1543303,,,2020-08-17 00:28:26 EDT
344674155,R,1546933,X,,2020-08-17 00:28:26 EDT
344674163,R,1550168,X,,2020-08-17 00:28:26 EDT
344674171,R,1546569,X,,2020-08-17 00:28:26 EDT
344674189,C,1548188,X,,2020-08-17 00:28:26 EDT
344674197,I,1467395,X,,2020-08-17 00:28:26 EDT
344674205,I,1373000,X,,2020-08-17 00:28:26 EDT
344674221,C,1548682,X,,2020-08-17 00:28:26 EDT
344674239,R,1550385,X,,2020-08-17 00:28:26 EDT
344674262,R,1546569,X,,2020-08-17 00:28:26 EDT
344674288,C,1547627,X,,2020-08-17 00:28:26 EDT
344674320,R,1538820,X,,2020-08-17 00:28:26 EDT
344674320,R,1538820,,X,2020-08-17 00:28:26 EDT
344674353,R,1550169,X,,2020-08-17 00:28:26 EDT
344674361,A,1549760,,,2020-08-17 00:28:26 EDT
344674387,C,1546371,,X,2020-08-17 00:28:26 EDT
344674395,R,1550185,X,,2020-08-17 00:28:26 EDT
344674403,C,1548090,X,,2020-08-17 00:28:26 EDT
344674403,C,1548090,,X,2020-08-17 00:28:26 EDT
344674411,R,1550187,X,,2020-08-17 00:28:26 EDT
344674429,C,1548263,,X,2020-08-17 00:28:26 EDT
344674429,C,1548263,X,,2020-08-17 00:28:26 EDT
344674437,C,1547935,,X,2020-08-17 00:28:26 EDT
344674445,C,1547935,,X,2020-08-17 00:28:26 EDT
344674460,C,1549169,,X,2020-08-17 00:28:26 EDT
344674486,R,1549116,,X,2020-08-17 00:28:26 EDT
344674510,R,1550198,X,,2020-08-17 00:28:26 EDT
344674510,R,1550198,,X,2020-08-17 00:28:26 EDT
344674528,A,1549557,,,2020-08-17 00:28:26 EDT
344674536,R,1549809,X,,2020-08-17 00:28:26 EDT
344674551,C,1543360,X,,2020-08-17 00:28:26 EDT
344674577,C,1548362,X,,2020-08-17 00:28:26 EDT
